current_age,initial_corpus,monthly_invest,annual_expense,inflation_rate,equity_return_expected,final_wealth
36,4809362.54918946,130907.45303235906,761370.9119572458,0.04635308126535842,0.14601426749622348,167143581.92187703
35,5699027.895741159,150992.8945652147,1500804.0756512766,0.08407904830391753,0.15231748069836623,0.0
23,3268996.9032286983,120513.88926468285,1563981.7129653702,0.08157039817283035,0.15297452104164083,0.0
40,1573781.3575922116,73472.39623997424,1351211.8231251554,0.0438177894716984,0.15479206255938627,0.0
32,8320189.437828637,118217.04605261613,2121090.555557497,0.08671500771986897,0.15376494222271941,0.0
29,570875.631762454,92506.18882248395,2151546.1249125926,0.08227238033529125,0.14458322047403688,0.0
30,4218876.552698486,12502.962565646127,1206643.3242543733,0.06407840839518518,0.13583504715059322,0.0
41,9170273.269079376,198621.7989322868,524732.0610599971,0.07863522476871207,0.1517523751959668,240903290.57856295
32,7509268.567437971,181815.22026575528,1726004.1994449175,0.08315203122918961,0.1596879839042471,0.0
48,228206.93346949626,16426.811447598302,903328.8274871114,0.05416527690877346,0.11489868525510816,0.0
44,5839560.887206226,40966.533827165156,2229564.4224640997,0.07253273025071375,0.1492453733072324,0.0
34,9120190.921715999,59590.479979725584,1194079.492501521,0.07124119261303284,0.13992895849257922,0.0
35,8894148.872405909,135487.62215998306,1619616.3347724148,0.057899811044840446,0.1287909066868883,0.0
40,4960875.88156692,51536.69552402039,1178798.525045164,0.052776050492537085,0.15454770916720664,0.0
47,9636198.759694595,55647.562541949264,1176332.6449863045,0.06095779157138878,0.11128248222880083,0.0
22,7997921.723509376,183111.97069033424,452255.8584871113,0.07294566182923903,0.1367122384921997,418381397.72731936
41,3765489.7363162544,71742.17023825165,1999605.98549159,0.05246949951469974,0.1344434939265621,0.0
39,6490105.9177418165,125387.19722732213,2287867.708506995,0.04787810657514503,0.14138135097341606,0.0
39,7749064.973506633,146846.17035839756,1114324.261496485,0.04387154943904525,0.11629837460130171,90275467.53646488
40,5630166.097738975,75297.95875728544,375036.63521357777,0.08357788163179411,0.14785395873196777,132609420.39855985
44,5269996.00472784,89462.65992647668,1764298.7138603616,0.06850233299680178,0.08748691526722416,0.0
34,4079105.2516313368,133554.64560444944,1233726.9853818635,0.08594515066200328,0.1448501157119677,0.0
39,6981238.214424779,181329.82432339844,2160549.7514540385,0.04661652051625947,0.13341791302057437,0.0
49,4070749.3432184663,143860.06390297972,1164711.3469861802,0.07430678114982384,0.13326707910248448,0.0
29,2790714.136890642,70529.19603329607,2340798.3306433884,0.07885664489135437,0.1284233100348396,0.0
38,4478203.132328014,142700.2898983544,784078.7156993964,0.051460493420933485,0.1593328725968838,146205779.81909978
24,7328158.823896035,105745.02364252444,890800.0050739628,0.04522943333630656,0.13199901645052453,338151819.65285516
27,5555784.948179761,169408.551830421,1140936.886017385,0.044944449559718894,0.12909368889090286,66253772.961259216
31,1694746.0502634072,30073.059175440696,1181147.2800697219,0.08438650632306129,0.13168885435230968,0.0
42,3476371.7011434846,133759.7918947598,605975.6198168912,0.08706702401247997,0.10226945311041921,35118766.60043808
28,8725982.92899124,39990.804462158216,859580.0831223316,0.06290755662881903,0.15837629163205935,0.0
38,6958088.579540362,5326.810474359777,838393.0989368615,0.05150435885999579,0.11892995956464056,0.0
40,491251.7382192205,143922.0582862464,1275596.2282958762,0.06752839030852599,0.08740029948813594,0.0
27,7805366.285352796,196046.0430750515,2315521.3717716844,0.06506242190070725,0.1549981011246036,0.0
22,6995947.063873908,188280.12305824968,1209099.32327734,0.062383705076686544,0.11904555797201227,25303263.849080436
42,8405356.813355302,147219.28060231812,718433.5000997358,0.041839647188701805,0.15440258332814238,310427035.22325844
22,8087646.316747831,19456.43298502331,1035837.3574292543,0.06218656049688866,0.142605603822261,0.0
25,3135980.794285634,191651.08608864504,869249.1480169522,0.07252149307090283,0.09183058743731068,62603113.71282043
27,3886896.6853681337,37113.71096544909,1225983.936894109,0.05801317615996047,0.1466960368980818,0.0
49,2426795.8942334177,154869.79467955304,1850843.3304416747,0.04666868206270496,0.08272664404337364,0.0
26,7915324.437867377,88815.05740689061,1186953.448842646,0.08329522189737663,0.10653623218635325,0.0
49,3145717.6700482722,46707.14070964936,452341.5082711277,0.061260723399929114,0.13485944844645958,0.0
24,5174014.447888691,104411.99999594787,2039102.584543918,0.0867099961178976,0.08308387457872565,0.0
43,9781135.43809529,141744.7715124304,516183.39804796275,0.05319465433278725,0.08949192501419087,96564691.18452658
22,4621012.929462144,168614.71885081247,639434.3864267794,0.07236443085065092,0.1544084949438476,92058379.31757794
26,9769018.188960094,101085.58141161896,629909.929245237,0.0617131998397545,0.09726432265329148,117482925.30292515
48,7006799.449696852,89602.47882989893,1929986.561827955,0.07504859402297293,0.10322916240121485,0.0
34,9524620.55110427,193659.52102048753,545007.8387916891,0.07631503398177908,0.15495625411742414,178640773.70396888
30,2112399.6433971534,90485.12655124573,1650174.1516496511,0.04109820099659967,0.15356080354938934,0.0
33,5616972.2668097075,117031.7966422315,1070434.2008641497,0.0665432110049946,0.15808819657460116,0.0
22,7308294.145603485,128114.3531613299,1803064.856619481,0.043650170088977806,0.08025979188346802,0.0
33,4787060.420639214,6429.260376089099,549150.3438274309,0.07078151407231513,0.1135595435660408,0.0
22,8735652.335068813,193156.0004680209,1604485.67317684,0.04468162870365562,0.09210233197461566,96122719.55966856
47,9092485.783507943,50782.77083598822,619184.8547293638,0.05092508995494727,0.1326508530365964,63251469.03652104
30,1621177.6205167393,86133.1308531612,2192120.938528431,0.044646205626194466,0.09205645669511275,0.0
30,7907306.078997975,108276.3892722506,2365707.256341016,0.04407324839939844,0.08226165111282979,0.0
48,5473808.734946084,90423.84418108947,1147810.7227814011,0.045148790288028956,0.11299896101156502,0.0
37,2445436.7503739223,92591.11180003588,1719149.1455518547,0.08194460202222176,0.13983092871530425,0.0
39,3129664.847553119,10070.927027925456,2325197.5733655826,0.0810180623384135,0.12721983859688224,0.0
43,5001714.795432923,122453.2777359287,1680559.35848996,0.0578195394104965,0.15249778208272513,0.0
33,5526197.762836006,194042.26053801144,672799.1721266021,0.056256457581222385,0.12996495429548743,378000553.8186889
40,3112117.8298118813,117445.9145891299,931467.8925974303,0.050324449697698476,0.11057697063374777,0.0
33,8611328.698082183,172574.44582379833,550662.5270867024,0.04669726156805376,0.10300460693316374,192984415.63282567
48,2175981.0856122477,141326.93964089596,646086.5223147536,0.07159435420073132,0.11735970840208773,25390132.32850575
48,8447337.766880829,44149.6055515016,2147945.749495035,0.05157206684543244,0.0990229839159265,0.0
46,9964631.586338937,41237.00547776463,991426.4003804548,0.05246034626327442,0.1061840620999749,0.0
44,3028247.934770761,109191.15872351793,624353.2907835012,0.057661331474267385,0.10129938238155008,30527080.169727787
42,9980635.680273818,84744.28301086582,689078.9678408206,0.07660366447136072,0.1312901021809149,190381768.58167037
45,9715910.817219393,92411.69005207889,627991.1845968943,0.049437750335848796,0.15180901302905442,107465975.10365683
29,2147346.089941959,172851.99137039456,1102732.1956949392,0.06588293739438934,0.11918650080048532,0.0
28,5968155.053257371,183963.68551552578,1301433.3504651454,0.07399137236831604,0.09794752260193684,21516463.96992761
33,5762630.95248427,38226.973417932495,1615669.5624993204,0.087764031871854,0.1476847700707155,0.0
30,8477303.976850813,45518.65608227089,1277403.2775625102,0.08593346106815876,0.11052747535890314,0.0
34,1584438.024465238,191462.9684015804,1916035.077185747,0.05449108671269066,0.13522919422315338,0.0
41,6283228.593478693,80747.16817488597,1137911.1377067554,0.06540266008588476,0.08981551135763496,0.0
40,6354979.8580872435,74121.77538455569,924381.9062292589,0.07614798384514988,0.13186033972962816,0.0
35,324816.76645640715,189725.19768114874,788611.6537196236,0.08151952882908173,0.11557772473265188,35982795.268435135
36,5446402.412184025,82975.66632403317,819494.2412377255,0.0705180109016172,0.0901538687866989,0.0
26,2671263.8043708256,73128.67711815778,1708141.5226032548,0.04085015135284595,0.11451720682725966,0.0
38,1925371.128624002,111248.31615844146,353544.3372628796,0.059436611789902144,0.10143632971716152,52151511.34921214
37,1305095.6181703664,72144.63044299229,954942.577645609,0.05697457965305333,0.14262694008207794,0.0
31,5271232.357993689,20056.03143159564,1967588.5540517198,0.07829088697520394,0.08970843320192526,0.0
22,6802457.58144779,197580.67662211074,1271846.2405085429,0.08288193157729604,0.08508342602520069,0.0
37,7006015.572271042,13420.486129307408,937908.8976663543,0.051310651574244824,0.14988421086839324,0.0
47,4417705.530864812,18217.747957105705,2194176.9409254794,0.046941325697236906,0.1118512392279003,0.0
27,7580745.5245977305,134440.29176699102,2051351.21457424,0.04359008146831,0.11743669242676011,0.0
41,619009.964620102,13702.561387573784,2304165.05448743,0.06975785282870459,0.08797014448059925,0.0
22,7238433.688254197,189390.89848489524,1345523.3997816495,0.056494563301798056,0.09470170061053342,408648796.77535206
29,7108952.917390162,98785.42818812997,1647053.1048890057,0.07733516020410908,0.15860342099327182,0.0
29,2921552.1820477652,197482.22151861325,782735.546773075,0.05346015824855946,0.1114859798187701,142762329.96755296
27,6933133.692697287,150902.55639417484,1941213.8778078977,0.06993350353345247,0.13645608534840656,0.0
45,6933847.305060543,115701.46933747747,429968.15535581857,0.08770309668498733,0.1496260931276459,114609175.00020796
32,5200487.8928323025,195830.2152634667,1791245.739487947,0.05877590763162133,0.14876175024070265,0.0
48,1782207.663407492,86358.15846062536,1416143.586727661,0.057690681675070285,0.13564168413764438,0.0
35,8282414.606519383,159016.78834751548,749821.23978596,0.06622873770293163,0.08237863262870045,44762012.2270497
43,3550478.618722946,31568.128562170772,1622699.8357881154,0.04056278988069776,0.11239002972001386,0.0
44,3322520.9007979864,117967.57617505042,2237531.268916581,0.06518499514814063,0.10807120842651163,0.0
30,2569334.6823113644,56727.844003929546,1259267.8560422882,0.07296896717098447,0.08696492138296344,0.0
35,3415905.5334159806,78803.43842706864,695344.422919825,0.04458028446600831,0.1452430072822531,9831611.221305748
43,5658078.842578932,152381.5412438307,1667490.465169107,0.04378583404069757,0.15967755984751889,0.0
40,1528527.304828453,30751.0703386039,1722008.6834035267,0.08410178467288301,0.13468284922516058,0.0
36,7242584.316881321,57829.09116290076,1889012.910184047,0.04210720808336565,0.13925891363269421,0.0
36,3374513.9990351903,100787.71081009554,1592169.175362942,0.08715078097756788,0.11241517395989652,0.0
23,4102617.3536139745,168987.20523559616,964703.1537825526,0.04890085984613853,0.1342763118319365,30470006.40500876
49,2193745.179443118,157244.48930461772,990709.3306113579,0.07768763993435929,0.1055248778887463,0.0
40,7517462.137968149,84631.63648579425,1440208.6486743137,0.04977236870384454,0.09487086853646574,0.0
34,6318719.019764867,199154.64620007688,2135104.440354367,0.08497299348453285,0.13502988317008083,0.0
44,8539755.80427435,28381.07751030055,559432.2092290366,0.06737981691209519,0.1323811745624253,156459455.1951595
34,2374958.0272536646,8712.494173454857,1000161.729640814,0.0836027488509785,0.1093225664624851,0.0
39,6779610.334073016,177140.38500693603,1344794.827377921,0.06491689575809548,0.14722025666630714,4676151.3158769645
26,6008883.794655313,149192.17871144234,1245913.652439434,0.06605791129330196,0.10541293983104186,0.0
25,3914828.148986697,187729.67955282974,1215805.8785958039,0.0472000453107816,0.1521070762868565,135732054.2096093
26,2409434.4221643875,169783.32613122612,982004.8561056445,0.05168842136924351,0.11309833046277698,76446742.69300826
26,6232695.842431568,29744.405330016503,1147183.4584688002,0.04745197571442588,0.13342119148728132,0.0
40,9887249.13225675,59763.58749219557,2152109.738026103,0.054493086720377615,0.15576854473231522,0.0
28,3191471.4905164475,139372.43264088195,338499.1468746787,0.07493482011034136,0.1338857966780947,97128738.12249584
39,9988237.630851764,20692.012035219603,2289081.6805536654,0.08320840197809201,0.13658164548837032,0.0
42,3156795.848486165,36719.824826492055,752217.2858465309,0.040009751909072,0.13761220971855226,0.0
42,7616732.89263184,197340.89674649975,633199.2606506741,0.06039406814974037,0.12990897326818823,175756355.3662767
36,1574420.6776503134,143712.70626124917,530578.8272504294,0.040198992998552945,0.09710355132968086,122126827.99634695
33,5208405.361158076,9936.244705639916,2262177.2274281513,0.05347535656603469,0.13541843114813407,0.0
43,4884143.259509522,19915.713910822986,1764977.2807514754,0.04284654050235967,0.1550327147501754,0.0
22,8214519.998411584,191729.63309789385,461120.8652158281,0.07387340424811223,0.10882887958300541,142759764.28186738
45,2544808.139498711,143471.67321366182,569463.624347927,0.04147440190354162,0.1367072492620922,253232763.01911518
38,5467056.058617435,189896.35067216272,467664.6341702272,0.053317844567184434,0.12165749686534938,569641976.1192217
26,6502055.0955460025,135262.03187921137,1079503.9210308245,0.06937743804899024,0.08707640198915291,0.0
33,5614566.454080566,163180.03288842566,1063284.8748783935,0.06858222125698887,0.10965153416102155,0.0
37,8924203.517396646,110676.42616574644,937249.1163746426,0.058343376375930546,0.08141604947752194,1348471.9143812328
41,3248354.5484840586,167987.07004009615,1433300.309385422,0.07436605201248084,0.14450467269647665,0.0
44,3227575.372539776,9152.430009940741,1852405.9388485707,0.06439373673979205,0.13727239348655498,0.0
39,4424769.101092385,8533.965070868562,1500592.2277952924,0.08581135061237445,0.13977510605160032,0.0
43,1881211.0763629517,157499.42247325665,967397.1736506843,0.08929363576252898,0.14069539352941748,11749270.559735313
44,5103640.402249811,112122.00477095498,1236789.8493670877,0.07733986672515025,0.12399819469543874,0.0
24,5480936.77204142,92932.57389315085,1822347.2628001578,0.06339440051961513,0.10929294819951577,0.0
28,3580072.9935674868,131059.64747972513,876682.8246592591,0.06455124481258327,0.08160755249145334,28579233.678364046
34,7480653.469296782,24561.063495522758,1479985.4220078702,0.04300108220455867,0.10197220700246708,0.0
31,6390865.576866004,115567.03069927113,2155517.897110811,0.07845804687910915,0.13472949030733317,0.0
40,5257944.189719505,67774.620556543,1812019.8694684687,0.08739506759415365,0.12326667285098453,0.0
47,303627.9047976837,159166.69654316988,1246200.8669374632,0.04534242849512121,0.1525346664057205,13906917.28163903
45,8542197.596335635,72650.25218538928,2006175.777992602,0.04341918803470648,0.13309850765406991,0.0
28,1110060.6488836575,56187.5905799974,2092916.845235506,0.058159539800050064,0.10964241529427762,0.0
49,6214720.360972011,99855.10962199306,1658319.6231269499,0.06521192697753028,0.12490644118059446,0.0
31,6657865.343425578,175019.62689234497,625090.1790178663,0.08293140741133229,0.11624244754564844,123527104.0229882
41,4055723.447168037,84453.7723154794,1172222.404654678,0.07248942536546306,0.15528520342261798,0.0
41,7489898.750451172,27058.323563788977,1266088.9624468288,0.04690159131322259,0.12861202089940454,0.0
22,5013120.960791523,41485.42436270303,556565.2191476936,0.08228851174011502,0.1166296502643602,0.0
38,6809699.61697984,41838.32481093876,1681368.9820489807,0.06378240654697076,0.13833461720182327,0.0
36,4773764.83299913,35590.13500239609,1354618.142180637,0.042312815106963594,0.09980248966534386,0.0
49,1687575.2886582722,68375.25783682684,1178605.886762009,0.041941266400445626,0.15780343745009645,0.0
25,6002049.1152839195,31735.82041174553,2337112.274479137,0.0629655433200314,0.11979214747592215,0.0
31,1011929.7977737203,73860.60942962306,1661485.9875097864,0.0823805796220323,0.12015712190806965,0.0
29,1620631.968200868,21698.61195374697,2021412.6607384905,0.07327263009536884,0.08278050787011922,0.0
25,8425758.927330915,116598.98074073433,2043228.2324326332,0.0633568046896187,0.1570319586876633,0.0
35,2461853.429603986,86915.12675464561,1579390.475570636,0.07752242942136207,0.09241170295806918,0.0
48,7141534.1995843705,140386.71866832578,1964606.600536115,0.05495513516207167,0.11523944777494194,0.0
49,5457691.552322978,157969.3889451113,998092.2341080315,0.08123146189333215,0.11439885167082975,0.0
38,7848878.538833616,132095.9711793459,470970.27778225834,0.08946180831231909,0.09450723403956261,76603917.44780612
43,2105401.239486181,143386.8343023529,650426.2100692817,0.08144473296923521,0.09795390322532074,17377605.9550462
39,9740506.707560902,87200.34615042934,1514143.9739422216,0.05480267766621801,0.11241754589466008,0.0
24,7786532.389446998,63325.604609750146,2382913.2806725623,0.06015601682826984,0.14457953822909278,0.0
28,2880670.22634692,183138.10830571546,2350959.88508489,0.05062046851908673,0.1369246600910178,0.0
27,4453808.159290343,198391.30018019927,1446456.035384302,0.04738366556363102,0.08323326095718124,73835507.61529951
31,2719573.047963489,175988.55096348273,460715.8116802849,0.05381589664937036,0.08476475360174608,122893832.61693107
46,5261587.758312842,85101.53793784104,1125084.3749361187,0.053769229926661596,0.10620042764655334,0.0
47,8456930.533878744,58753.227555261,1435267.2264600662,0.06998841063834407,0.11070020251539467,0.0
49,6782947.80853803,84641.16999611152,2026005.8541915298,0.07670684612545534,0.12849910259321304,0.0
48,7983307.544322885,182151.08178434838,2024431.136501393,0.07936853438989772,0.15264338092485086,0.0
23,7748675.898388024,45208.317974154605,1314445.6238621965,0.053969714379484446,0.13957495021565436,0.0
36,4684280.7696460225,21559.20606621311,1276252.2688913923,0.06147768458969803,0.08684705308701167,0.0
41,4870029.243906612,93221.68135815514,317685.0260257161,0.08427286728004783,0.1122001679049559,88301602.95380981
46,8248941.251047081,171548.99534627248,914996.908641343,0.0829272445635998,0.14461144113869492,362181828.06211174
47,3095526.596536884,101904.77292449687,308633.7241240741,0.06202043644048702,0.13121135582998986,137292252.90736437
38,5775533.408064189,67462.42578889271,1945181.9994161616,0.044440327295221446,0.08045425531555489,0.0
30,5151117.563277068,111464.4423334782,753939.9277029304,0.04095096605728849,0.14158640874564643,150005506.7354885
25,2824226.650656264,166896.23692629632,1960726.9799086659,0.05082322082089398,0.1339275247352458,0.0
25,3256640.2368078064,64987.942752117524,2105882.3018944142,0.08524983594044065,0.10346905337151224,0.0
23,9662175.484897934,34258.94665344615,999346.5219969016,0.06452115425339264,0.14390786409997253,0.0
49,2389792.51931677,15524.228913330455,1104103.965736975,0.06929976569975385,0.08629433211731953,0.0
41,7051333.268913863,74298.80993349636,1378617.828774603,0.043983378453183654,0.1513542532954812,0.0
